1,Taipei,2016/09/30,松山,1.3,0.56,429.62,16.3,34,17,30.38,11.52,18.86,2.045,0.223,1.822,0.8,0.37,29.09,0,0,70.29,0
2,Taipei,2016/09/30,古亭,1.9,0.64,0,14,37,20,32.64,11.49,21.15,2.137,0.238,1.9,1.55,1.18,28.55,0,0,73.35,0
3,Taipei,2016/09/30,中山,2.6,0.79,0,15,39,20,40.55,14.79,25.76,2.236,0.27,1.967,1.59,1.08,29.44,0,0,74.7,0
4,Taipei,2016/09/30,大同,3.9,1.97,0,0,58,23,80.23,50.72,29.51,2.792,0.664,2.128,0,0,0,0,0,0,0
5,Taipei,2016/09/30,萬華,3.1,0.79,0,13.9,35,23,37.26,11.45,25.81,0,0,0,1.23,0.9,29.65,0,0,73.53,0
6,Taipei,2016/09/30,陽明,1.5,0.17,408.88,31.7,17,13,2.17,0.36,1.79,0,0,0,0,0,22.32,0,0,91.09,0
7,Taipei,2016/09/30,士林,3,0.65,0,22.3,40,25,32.99,12.98,20.01,0,0,0,1.13,0.79,28.82,0,0,74.75,0
8,Taipei,2016/09/29,松山,2.1,0.65,429.68,27.8,34,20,29.28,8.28,21,2.054,0.212,1.842,0.95,0.47,28.94,0,0,73.48,0
9,Taipei,2016/09/29,古亭,2.3,0.72,0,25,37,23,31.28,8.42,22.86,2.179,0.238,1.941,1.56,1.24,28.89,0,0,74.85,0
10,Taipei,2016/09/29,中山,2.7,0.93,0,22.7,40,0,44.15,12.1,32.06,2.283,0.273,2.01,1.46,1.04,29.65,0,0,76.39,0
11,Taipei,2016/09/29,大同,3.7,1.91,0,0,56,24,69.12,33.41,35.71,2.784,0.616,2.169,0,0,0,0,0,0,0
12,Taipei,2016/09/29,萬華,2.3,0.86,0,10.6,37,21,37.1,6.97,30.13,0,0,0,1.15,0.71,29.98,0,0,74.72,0
13,Taipei,2016/09/29,陽明,1,0.2,411.74,43.5,22,17,2.14,0.35,1.75,0,0,0,0,0,21.39,0,0,91.07,0
14,Taipei,2016/09/29,士林,2.7,0.53,0,31,37,22,24.44,5.43,19.01,0,0,0,1.73,1.51,29.21,0,0,75.1,0
15,Taipei,2016/09/28,松山,2.7,0.42,408.06,41.6,44,23,11.64,3.1,8.54,1.829,0.081,1.748,2.75,1.6,29.42,0,0,70.87,0
16,Taipei,2016/09/28,古亭,1.7,0.43,0,37.6,43,26,17.11,3.9,13.21,1.986,0.115,1.87,3.42,3.24,29.39,0,0,73.02,0
