1,Taipei,2016/12/31,松山,2.5,0.36,422.73,23.4,29,9,21.95,4.05,17.9,1.951,0.122,1.83,1.93,1.56,20.3,0,0,77.85,0
2,Taipei,2016/12/31,古亭,1.6,0.34,0,29.3,20,11,17.63,3.63,14,1.971,0.082,1.889,2.75,2.57,20.96,0,0,75.53,0
3,Taipei,2016/12/31,中山,2.1,0.5,0,21.9,27,10,27.5,6.55,20.95,2.062,0.151,1.911,2.35,2.01,21.07,0,0,80.87,0
4,Taipei,2016/12/31,大同,2.9,0.74,0,0,41,5,50.72,25.24,25.48,2.213,0.219,1.994,0,0,0,0,0,0,0
5,Taipei,2016/12/31,萬華,1.9,0.39,0,21.8,28,9,27.22,5.74,21.49,0,0,0,2.66,2.52,21.39,0,0,75.86,0
6,Taipei,2016/12/31,陽明,1.4,0.15,410.04,41.8,6,2,2.62,0.28,2.26,0,0,0,0,0,13.74,0.5,4.04,99.22,169.85
7,Taipei,2016/12/31,士林,3.2,0.21,0,37,20,8,8.97,1.56,7.41,0,0,0,3.09,2.8,21.14,0,0,73.06,0
8,Taipei,2016/12/30,松山,2.7,0.51,430.11,20.1,43,18,35.29,9.09,26.2,2.014,0.166,1.847,1.93,1.41,17.84,0,0,68.4,0
9,Taipei,2016/12/30,古亭,1.2,0.36,0,34.3,37,18,14.84,3.33,11.51,1.954,0.074,1.88,3.56,3.32,18.32,0,0,68.76,0
10,Taipei,2016/12/30,中山,3.1,0.64,0,20.1,46,21,39.12,11.49,27.63,2.101,0.188,1.912,2.8,2.57,18.63,0,0,72.04,0
11,Taipei,2016/12/30,大同,3.7,0.95,0,0,55,12,72.83,42.61,30.22,2.308,0.297,2.011,0,0,0,0,0,0,0
12,Taipei,2016/12/30,萬華,2.6,0.51,0,16.7,44,21,35.05,9.11,25.93,0,0,0,3.15,2.9,18.84,0,0,66.69,0
13,Taipei,2016/12/30,陽明,0.5,0.23,413.25,43.6,17,12,2.06,0.69,1.35,0,0,0,0,0,10.24,0.5,3.75,96.24,222.2
14,Taipei,2016/12/30,士林,4.2,0.28,0,38.5,36,14,11.04,2.09,8.95,0,0,0,3.6,3.32,18.35,0,0,65.59,0
15,Taipei,2016/12/29,松山,1.9,0.29,424.18,29.7,32,9,20.32,3.73,16.58,1.896,0.086,1.81,2.11,1.63,15.89,0,0,69.08,0
16,Taipei,2016/12/29,古亭,1.9,0.33,0,29.9,32,15,21.63,3.91,17.72,1.985,0.098,1.887,2.7,2.32,15.97,0,0,71.35,0
17,Taipei,2016/12/29,中山,1.3,0.48,0,24.2,29,13,30.57,8.17,22.4,2.037,0.143,1.894,2.09,1.59,16.47,0,0,73.76,0
18,Taipei,2016/12/29,大同,2.2,0.67,0,0,45,8,50.78,24.39,26.4,2.172,0.201,1.971,0,0,0,0,0,0,0
19,Taipei,2016/12/29,萬華,1.2,0.35,0,25.1,29,12,25.85,4.53,21.31,0,0,0,2.5,2.38,16.72,0,0,67.67,0
20,Taipei,2016/12/29,陽明,0.4,0.16,412.16,44.2,14,7,2.35,0.88,1.47,0,0,0,0,0,7.8,0.5,4.13,96.12,87.15
21,Taipei,2016/12/29,士林,1.4,0.22,0,39.5,26,11,9.43,1.97,7.46,0,0,0,2.29,1.54,16.16,0,0,66.02,0
22,Taipei,2016/12/28,松山,1.3,0.34,423.89,22.9,23,8,26.9,5.67,21.23,1.957,0.112,1.845,1.42,0.92,15.01,0,0,76.07,0
