Date,SO2 (ppb),O3 (ppb),PM 2.5  (μg/m 3 ),NO2 (ppb)
2012/10/19,2.9,34.9,39,27.89
2012/10/18,2.6,45.7,38,22.24
2012/10/17,1.6,41.6,37,15.38
2012/10/16,1.6,47,33,14.84
2012/10/15,1.8,35.8,35,16.1
2012/10/14,1.1,31.1,28,17.55
2012/10/13,1,36.6,23,17.71
2012/10/12,0.8,44.1,19,13.15
2012/10/11,1.7,51.5,29,10.57
2012/10/10,2,47.2,27,9.88
2012/10/09,2.6,42.1,29,16.03
2012/10/08,2.6,47.4,33,14.22
2012/10/07,2.1,41.4,31,12.95
2012/10/06,3.2,35.2,36,22.31
2012/10/05,3.9,43.1,43,27.13
2012/10/04,2.8,40.2,33,23.96
2012/10/03,3.5,37.7,33,21.67
2012/10/02,3.1,38.5,33,23.13
2012/10/01,4.7,46.1,52,25.14
2012/09/30,3.6,45.3,50,22.12
2012/09/29,2.6,52,35,14.56
2012/09/28,1.1,45.2,19,9.24
2012/09/27,0.0,53,27,0.0
2012/09/26,3.7,40.8,35,23.96
2012/09/25,2.8,42.7,33,20.05
2012/09/24,2.2,32.9,35,18.98
2012/09/23,2.6,31,36,18.37
2012/09/22,3.7,42.7,40,21.78
2012/09/21,3.4,35.7,38,25.35
2012/09/20,4.7,29.2,44,28.46
2012/09/19,3.4,44.5,57,23.98
2012/09/18,4.4,55.3,64,24.4
2012/09/17,3.5,51.7,47,19.42
2012/09/16,1.8,42.7,29,14.61
2012/09/15,2.8,35.2,15,9.53
2012/09/14,2,44.1,33,12.13
2012/09/13,3.3,43.1,45,16.68
2012/09/12,2.9,43.7,46,14.23
2012/09/11,4.3,34.4,48,17.39
2012/09/10,3.9,35.5,41,16.15
2012/09/09,3.2,33.5,27,9.91
2012/09/08,4.1,40.2,36,13.59
2012/09/07,3.1,32.3,33,14.38
2012/09/06,3.9,48.1,49,15.47
2012/09/05,3.2,39.2,40,16.28
2012/09/04,2.4,34.3,27,12.86
2012/09/03,2.2,27.9,21,11.24
2012/09/02,1.3,29.7,21,8.41
2012/09/01,3.7,28.2,35,13.2
2012/08/31,2.6,26.9,43,16.07
2012/08/30,3.4,31.7,45,14.68
2012/08/29,2.1,33.2,43,13.04
2012/08/28,2.7,18.2,24,14.72
2012/08/27,3,39.3,29,16.24
2012/08/26,3,24,21,10.91
2012/08/25,3.2,18.3,25,15.66
2012/08/24,2.8,11.1,26,19.12
2012/08/23,1.7,19.9,21,10.01
2012/08/22,3.3,33.5,37,15.22
2012/08/21,3.7,31.3,33,17.77
2012/08/20,2.8,27,26,0.0
2012/08/19,3.7,29.5,28,12.43
2012/08/18,3.8,20.9,24,16.05
2012/08/17,3.3,26,17,12.33
2012/08/16,2.7,31.3,43,10.41
2012/08/15,4.1,42.3,58,15.52
2012/08/14,3,33.1,32,12.51
2012/08/13,2.6,26.7,21,8.32
2012/08/12,2.2,24.2,18,7.98
2012/08/11,1.6,24.1,17,8.19
2012/08/10,2.2,26.1,23,9.22
2012/08/09,2.3,30.5,30,13.26
2012/08/08,3.6,42.3,33,8.26
2012/08/07,2.5,32.8,32,11.29
2012/08/06,2.1,34.1,46,13.3
2012/08/05,2.5,37.1,41,14.6
2012/08/04,2.6,29.2,37,14.18
2012/08/03,2.8,38.3,34,13.92
2012/08/02,2.1,32.6,13,5.91
2012/08/01,1.9,22,18,8.7
2012/07/31,1.7,15.9,16,11.84
2012/07/30,3.9,37.2,40,15.23
2012/07/29,3.3,46.9,39,10.12
2012/07/28,3.1,35.1,31,12.38
2012/07/27,2.3,29.2,0.0,12.26
2012/07/26,2.2,25.9,0.0,12.42
2012/07/25,2.6,24.7,18,11.68
2012/07/24,2.8,34.3,22,12.4
2012/07/23,2.5,31.5,22,12.68
2012/07/22,2.3,19.4,16,10.68
2012/07/21,2.2,48.4,37,12.96
2012/07/20,3.8,39.6,34,13.16
2012/07/19,3.9,25,26,11.94
2012/07/18,2.5,20.8,24,13.06
2012/07/17,2.4,22.5,17,10.05
2012/07/16,2.4,21.2,17,10.08
2012/07/15,2.1,23.8,18,7.24
2012/07/14,1.8,21.3,17,7.16
2012/07/13,2.2,19.4,18,8.19
2012/07/12,2.3,21.4,21,8.67
2012/07/11,2.5,24.3,22,7.8
2012/07/10,2.9,27,25,9.18
2012/07/09,2.8,27.6,26,9.24
2012/07/08,2.2,26.6,26,8.72
2012/07/07,2.9,29.2,24,10.88
2012/07/06,3.3,32,37,12.04
2012/07/05,3.1,35.5,31,13.48
2012/07/04,4.3,33.1,28,12.57
2012/07/03,2.9,29.9,25,9.36
2012/07/02,2.9,21.8,20,8.17
2012/07/01,3.7,33.6,25,9.74
2012/06/30,4.1,33.2,20,13.06
2012/06/29,3.3,21.8,43,12.52
2012/06/28,4,34.1,46,15.67
2012/06/27,3.9,29.5,29,11.97
2012/06/26,2.3,31,29,8.25
2012/06/25,2,25.7,24,7.79
2012/06/24,2,24.7,19,6.43
2012/06/23,2.2,21.2,23,9.34
2012/06/22,1.9,22.5,18,10.68
2012/06/21,3.1,39.2,19,15.78
2012/06/20,2,28.1,14,8.74
2012/06/19,2.9,24.3,16,13.01
2012/06/18,2.6,32.9,20,12.22
2012/06/17,1.6,27.5,22,10.62
2012/06/16,3.3,24.1,24,19.4
2012/06/15,2.3,29.9,17,13.85
2012/06/14,3.3,26.1,0.0,21.9
2012/06/13,2.5,41.8,0.0,18.23
2012/06/12,2.7,27.9,0.0,15.32
2012/06/11,1.2,26,0.0,6.64
2012/06/10,2.3,25.1,0.0,6.91
2012/06/09,2.4,22.8,0.0,9.33
2012/06/08,2.6,25.8,0.0,10.38
2012/06/07,3.3,44.3,0.0,12.87
2012/06/06,5.5,43.6,0.0,23.84
2012/06/05,3.1,30.8,28,18
2012/06/04,2.6,27,31,16.71
2012/06/03,1.5,41.8,24,10.26
2012/06/02,2.2,34.4,27,14.36
2012/06/01,2.8,43.8,23,18.99
2012/05/31,1.9,38.7,15,13.84
2012/05/30,3.4,30.7,18,13.93
2012/05/29,3.3,32.2,19,16.68
2012/05/28,2.4,20.8,17,16.87
2012/05/27,2.8,36.4,31,15.07
2012/05/26,2.9,37.8,37,16.96
2012/05/25,3.8,36,29,19.13
2012/05/24,5.2,32.3,37,19.02
2012/05/23,4.2,47,37,20.75
2012/05/22,3,35.4,22,18.32
2012/05/21,2.4,34.8,16,14.33
2012/05/20,1.4,32.4,12,11
2012/05/19,2.6,13.3,13,14.26
2012/05/18,2.2,8.1,15,18.14
2012/05/17,2.6,8.1,16,17.81
2012/05/16,2.9,14.1,21,16.32
2012/05/15,4.2,24.8,21,12.54
2012/05/14,2.6,20.3,21,12.09
2012/05/13,2.3,33,28,12.21
2012/05/12,4.8,31.6,41,14.35
2012/05/11,3.5,39.6,31,22.16
2012/05/10,4.4,0.0,38,25.3
2012/05/09,2.9,20.4,34,12.77
2012/05/08,3,25,43,14.54
2012/05/07,4.4,36.2,41,17.05
2012/05/06,4,33.6,68,24.17
2012/05/05,3.8,21,40,24.66
2012/05/04,2.5,12.9,27,21.96
2012/05/03,5,36.6,35,18.76
2012/05/02,2,10.3,19,10.73
2012/05/01,1.9,12.9,13,8.31
2012/04/30,2.3,6.7,14,13.49
2012/04/29,1.5,18,14,13.43
2012/04/28,2.8,14.9,23,26.6
2012/04/27,5,19.5,27,29.33
2012/04/26,3.2,20.9,17,22.94
2012/04/25,1.6,15.2,17,10.89
2012/04/24,2.4,20,26,13.9
2012/04/23,3.5,34.8,31,18.19
2012/04/22,2.3,37.6,30,17.17
2012/04/21,3.2,26.7,16,15.23
2012/04/20,3.4,25.7,51,21.3
2012/04/19,0.0,28.4,33,23.54
2012/04/18,0.0,22.7,55,30.53
2012/04/17,3.9,16.7,42,30.58
2012/04/16,2.1,13.9,23,19.91
2012/04/15,3.4,20.7,31,12.55
2012/04/14,4.4,22.8,29,16.55
2012/04/13,3.4,21.8,39,15.03
2012/04/12,4.2,31.4,41,15.58
2012/04/11,3.4,21.2,31,13.26
2012/04/10,5,47.3,51,19.33
2012/04/09,3.7,28.7,37,29.62
2012/04/08,2.2,31.5,42,17.69
2012/04/07,3.6,22.3,63,27.67
2012/04/06,5.8,6.8,56,37.56
2012/04/05,4.7,27.8,57,26.98
2012/04/04,7.1,36.1,67,27.77
2012/04/03,4.1,22.9,56,29.56
2012/04/02,5.1,37.6,53,23.27
2012/04/01,4.4,51.7,54,22.53
2012/03/31,3.9,34.1,42,22.92
2012/03/30,5.4,30.9,45,30.7
2012/03/29,4.8,30.8,60,25.12
2012/03/28,3.4,43.7,60,26.09
2012/03/27,3.5,45,42,25.37
2012/03/26,2.8,35.2,35,24.81
2012/03/25,2.8,25.6,28,23.76
2012/03/24,2.1,25,35,19.94
2012/03/23,4.1,32.1,47,19.89
2012/03/22,4.5,30.4,53,28.49
2012/03/21,3.2,26.8,28,23.21
2012/03/20,3.4,18.6,49,28.75
2012/03/19,2.4,26.1,59,27.73
2012/03/18,2.4,21.6,41,15.04
2012/03/17,3.7,29.8,49,19.7
2012/03/16,6.6,27.1,62,30.68
2012/03/15,2.3,19,52,30.77
2012/03/14,2.8,6.7,39,30.75
2012/03/13,2.3,17.1,34,25.16
2012/03/12,2.5,18.4,37,29.03
2012/03/11,1.9,22.6,26,20.19
2012/03/10,2.3,17.7,27,22.41
2012/03/09,2.5,19.6,23,24.35
2012/03/08,3.1,13.2,47,28.99
2012/03/07,2.6,19.2,57,26.85
2012/03/06,3.7,21.5,36,21.78
2012/03/05,4.5,22,49,20.13
2012/03/04,3.6,21.1,65,28.23
2012/03/03,2.5,17.4,52,26.04
2012/03/02,4.9,11.1,51,29.44
2012/03/01,3.8,17.9,47,31.84
2012/02/29,2.8,12.7,33,28.18
2012/02/28,2.1,15.3,20,22.69
2012/02/27,1.9,16.1,21,23.07
2012/02/26,1.7,21.2,16,17.67
2012/02/25,2.5,11.7,32,24.91
2012/02/24,2.7,8.9,35,28.61
2012/02/23,5,11.5,58,31.45
2012/02/22,8.7,22.8,82,40.02
2012/02/21,6,8.8,76,35.78
2012/02/20,3.8,11.1,34,26.39
2012/02/19,1.9,24.1,24,15.65
2012/02/18,2.2,30.4,33,12.74
2012/02/17,0.0,26,0.0,16.43
2012/02/16,0.0,21.9,15,18.57
2012/02/15,4.3,9.2,51,29.99
2012/02/14,6.9,16.7,61,36.38
2012/02/13,3.8,17.3,36,26.02
2012/02/12,2.2,19.9,35,17
2012/02/11,2.3,14.5,23,20.33
2012/02/10,2.9,16.3,41,24.66
2012/02/09,4,11.3,25,26.54
2012/02/08,1.9,14.8,18,19.66
2012/02/07,2.6,18.3,22,17.66
2012/02/06,4.7,17.5,49,26.54
2012/02/05,2.9,19.2,47,24.38
2012/02/04,3.2,0.0,28,24.68
2012/02/03,2.6,13.7,17,20.44
2012/02/02,1.9,22.9,26,18.77
2012/02/01,2.4,18.4,44,26.69
2012/01/31,1.7,31.6,30,16.49
2012/01/30,1.7,32.2,30,13.65
2012/01/29,1.8,23.9,20,14.35
2012/01/28,1.3,15.8,34,21.12
2012/01/27,2.2,22.2,41,20.27
2012/01/26,2.2,23.4,31,18.88
2012/01/25,1.7,27,21,12.06
2012/01/24,1.5,20.6,19,14.97
2012/01/23,1.7,23.4,10,11.42
2012/01/22,1.9,21.5,0.0,15.14
2012/01/21,2.5,20.9,48,25.47
2012/01/20,2.8,20.8,46,25.15
2012/01/19,3.9,22.1,37,25.97
2012/01/18,3.4,0.0,39,31.75
2012/01/17,2.6,22.5,21,22.86
2012/01/16,2.6,19.5,12,18.41
2012/01/15,2.3,11.4,23,24.13
2012/01/14,3.2,9.3,40,28.69
2012/01/13,4.9,9.7,46,36.3
2012/01/12,4.3,17.9,45,31.46
2012/01/11,2.4,20.6,36,16.46
2012/01/10,2.6,17.2,28,17.27
2012/01/09,2.2,15.1,20,20.62
2012/01/08,1.7,19.8,19,15.66
2012/01/07,2.7,17.2,14,18.79
2012/01/06,2.4,6.3,17,27.39
2012/01/05,2.9,6.3,21,21.59
2012/01/04,3.7,17.7,26,19.05
2012/01/03,4,19.7,52,27.08
2012/01/02,3.6,12.8,54,26.95
2012/01/01,2.2,23.9,29,14.99
2011/12/31,2.4,16.6,21,22.2
2011/12/30,2.6,20.9,19,20.08
2011/12/29,2.5,14.9,28,22.35
2011/12/28,3.4,16.2,43,24.92
2011/12/27,4.3,17,48,29.82
2011/12/26,4.2,14.9,42,28.5
2011/12/25,2.9,21.4,41,19.65
2011/12/24,3.5,32.4,33,14.13
2011/12/23,1.9,26,17,14.45
2011/12/22,2.3,23.6,21,15.79
2011/12/21,2.6,14.6,23,19.71
2011/12/20,2.4,10.1,29,25.19
2011/12/19,2.3,12.8,20,20.07
2011/12/18,2.4,16,28,18.92
2011/12/17,1.9,22.5,20,14.58
2011/12/16,1.5,22.7,17,13.89
2011/12/15,2.7,17.7,29,19.41
2011/12/14,2.3,10.5,29,23.1
2011/12/13,3,10.3,25,25.47
2011/12/12,2.8,14.1,21,22.01
2011/12/11,2.1,19.4,20,16.58
2011/12/10,2.8,19.3,12,14.7
2011/12/09,1.6,17,9,15.18
2011/12/08,1.8,11,17,20.2
2011/12/07,2,14,42,21.69
2011/12/06,3.4,15.6,32,31.89
2011/12/05,1.2,3.7,80,39.06
2011/12/04,0.5,25.5,63,26.65
2011/12/03,1.9,21.3,30,18.64
2011/12/02,2.8,15.4,20,16.26
2011/12/01,1.8,18.6,14,14.29
2011/11/30,3.4,16.1,32,23.16
2011/11/29,3,20,49,27.6
2011/11/28,3.9,22.7,62,27.22
2011/11/27,3.5,17.9,63,23.52
2011/11/26,3.5,16.1,75,34.93
2011/11/25,7.3,19.3,65,37.81
2011/11/24,4.4,28.3,38,25.63
2011/11/23,3,26,28,17.71
2011/11/22,4.2,27.7,39,24.2
2011/11/21,3.9,24.1,33,27.34
2011/11/20,1.6,27.6,21,16.47
2011/11/19,1.7,7.3,16,15.63
2011/11/18,5,10.7,45,29.29
2011/11/17,4.4,7.9,62,29.94
2011/11/16,4.5,17.9,50,29.69
2011/11/15,0.0,20,37,24.44
2011/11/14,0.0,19.5,26,19.91
2011/11/13,2.6,16.2,32,21.98
2011/11/12,2.5,14.5,30,27.91
2011/11/11,2.8,10.8,20,25.96
2011/11/10,2,13.7,8,24.31
2011/11/09,2.6,9,13,25.16
2011/11/08,4.2,10,23,25.94
2011/11/07,4.4,7.1,46,31.47
2011/11/06,3.2,37.5,60,21.55
2011/11/05,4.5,33.5,50,21.78
2011/11/04,5.3,44.5,68,23.79
2011/11/03,5.6,32,65,24.83
2011/11/02,4.9,37,51,27.58
2011/11/01,4,28.9,34,25.36
2011/10/31,2.9,29.5,29,22.06
2011/10/30,2.6,26.5,26,20.47
2011/10/29,3.3,31.9,40,23.49
2011/10/28,3.8,29.2,32,26.99
2011/10/27,3.7,35.5,29,22.25
2011/10/26,2.7,36.4,21,16.73
2011/10/25,2.2,40.6,28,14.68
2011/10/24,3.5,35,36,24.77
2011/10/23,2.9,37.2,42,24.32
2011/10/22,3.2,34.6,40,23.51
2011/10/21,3,28.6,37,23.25
2011/10/20,1.9,30.9,30,24.09
2011/10/19,0.0,40.9,30,17.09
2011/10/18,1.3,46.5,35,18.42
2011/10/17,2.1,49.2,42,22.92
2011/10/16,2.1,41.2,47,22.25
2011/10/15,1.9,24.5,43,18.51
2011/10/14,2.1,19.7,36,23.2
2011/10/13,4.7,25,52,25.68
2011/10/12,4.2,32.6,37,23.21
2011/10/11,3.2,20.1,39,23.14
2011/10/10,2.9,17.4,41,24.75
2011/10/09,3.6,35.4,66,27.14
2011/10/08,4.2,44.5,44,28.37
2011/10/07,2.5,33.9,29,25.28
2011/10/06,2.4,34.4,34,22.83
2011/10/05,1.5,33.6,28,22.53
2011/10/04,1.2,40.8,13,15.2
2011/10/03,0.9,41.7,10,12.82
2011/10/02,1.9,24.4,20,19.42
2011/10/01,0.9,35,19,15.14
2011/09/30,3.6,35.5,32,18.38
2011/09/29,4.7,28.6,30,19.13
2011/09/28,5.4,26.3,52,26.57
2011/09/27,3.6,35.4,25,24.56
2011/09/26,3.9,28.9,31,22.93
2011/09/25,2.6,37.7,28,21.96
2011/09/24,1.3,30.6,25,24.56
2011/09/23,2.7,45.3,31,23.73
2011/09/22,3.2,50.9,39,23.79
2011/09/21,2.8,37.4,36,23.17
2011/09/20,3.1,41.8,33,23.94
2011/09/19,3.2,41,36,20.1
2011/09/18,2.4,37.4,30,16.11
2011/09/17,3.2,40.7,31,19.86
2011/09/16,3.8,41.4,30,21.17
2011/09/15,4.2,50.2,44,18.59
2011/09/14,4.2,42.2,27,18.61
2011/09/13,2.9,32.6,21,17.74
2011/09/12,2.8,36.5,27,12.67
2011/09/11,2.4,42.7,39,15.68
2011/09/10,1.2,57.4,52,15.78
2011/09/09,5.3,46.7,58,22.03
2011/09/08,4.4,57,53,18.92
2011/09/07,6.4,61.1,56,20.29
2011/09/06,5.4,67.1,62,21.31
2011/09/05,3.7,64.9,59,17.87
2011/09/04,2.9,52.4,54,16.2
2011/09/03,1.5,43,40,15.87
2011/09/02,1.3,27.6,25,19.18
2011/09/01,1.9,26.8,21,18.07
2011/08/31,4.3,19.1,17,15.93
2011/08/30,1,18,15,11.58
2011/08/29,1.4,9.1,17,17.11
2011/08/28,0.0,12.9,23,15.76
2011/08/27,1,38.8,34,14.04
2011/08/26,0,44.9,30,13.56
2011/08/25,1.2,36.7,22,16.95
2011/08/24,3.4,0.0,0.0,12.59
2011/08/23,3,28.8,19,13.26
2011/08/22,3.4,35.8,31,11.94
2011/08/21,4.9,32.3,32,13.6
2011/08/20,5.3,29.2,31,16.39
2011/08/19,3.8,25.9,18,14.25
2011/08/18,5.1,23.9,16,12.44
2011/08/17,3.7,27.2,17,9.36
2011/08/16,3.6,23.5,15,9.35
2011/08/15,3.2,19.3,14,9.18
2011/08/14,2.1,18.9,18,7.67
2011/08/13,1.5,21.4,15,9.02
2011/08/12,2,21.9,15,13.39
2011/08/11,3.1,31.6,16,12.22
2011/08/10,2.2,27.9,17,12.91
2011/08/09,2.5,28.6,12,13.71
2011/08/08,2.1,26.5,16,11.29
2011/08/07,2.2,26.8,20,7.6
2011/08/06,2.3,28.3,19,12.03
2011/08/05,2.7,23,22,13.03
2011/08/04,3.5,44.8,33,14.13
2011/08/03,4.4,48.3,34,14.9
2011/08/02,6.5,29.5,34,17.64
2011/08/01,4.6,24.6,26,15.18
2011/07/31,2.3,29.2,16,9.91
2011/07/30,2.3,26.1,19,11.69
2011/07/29,3.3,35.4,27,12
2011/07/28,4.2,45.6,30,16.4
2011/07/27,3.2,26.8,17,13.87
2011/07/26,2.6,19.5,21,11.8
2011/07/25,4.2,27.2,24,11.04
2011/07/24,3.8,28.6,25,9.63
2011/07/23,1.7,25,18,10.24
2011/07/22,2,21.5,17,11.64
2011/07/21,3,15.1,18,12.37
2011/07/20,2.8,17,9,10.42
2011/07/19,2.5,29.1,19,8.83
2011/07/18,2.5,27.5,13,8.56
2011/07/17,2.2,16.2,12,10.01
2011/07/16,2.5,20.1,13,9.99
2011/07/15,1.9,22.1,13,10.2
2011/07/14,2.4,25.1,11,13.98
2011/07/13,2.6,18.2,14,13.94
2011/07/12,3.5,24.3,15,14.3
2011/07/11,3.3,29.8,18,16.95
2011/07/10,2.5,33.1,39,11.98
2011/07/09,3.2,27.8,29,10.56
2011/07/08,3.4,27.6,54,11.77
2011/07/07,3.8,25,48,13.53
2011/07/06,3.5,21.5,28,11.53
2011/07/05,3.6,24.8,28,11.42
2011/07/04,3.5,21,0.0,9.96
2011/07/03,2.5,20.1,0.0,9.37
2011/07/02,2.6,23.1,0.0,12.79
2011/07/01,2.9,18.1,0.0,12.35
2011/06/30,3.5,27,21,13.64
2011/06/29,3,20,17,14.96
2011/06/28,2.6,14.1,14,13.45
2011/06/27,2.5,22.7,13,13.29
2011/06/26,2.8,24.4,15,9.73
2011/06/25,2.9,14.9,13,12.42
2011/06/24,3.8,36.5,30,16.94
2011/06/23,2.3,37.1,25,13.96
2011/06/22,3.3,27.3,24,20.33
2011/06/21,4,27.9,31,16.76
2011/06/20,3.6,30,21,14.63
2011/06/19,4.6,26.2,17,12.4
2011/06/18,2.2,24.2,18,11.27
2011/06/17,4.5,28.3,23,17.79
2011/06/16,5.1,23.2,21,15.86
2011/06/15,2.7,23.5,20,12.36
2011/06/14,2.4,21.5,17,11.37
2011/06/13,3.2,19.7,15,11.38
2011/06/12,2,19.4,17,10.03
2011/06/11,2.6,21.8,16,11.7
2011/06/10,3.3,28,20,16.23
2011/06/09,3.9,27.4,18,13.59
2011/06/08,3.1,11.3,16,11.21
2011/06/07,2.2,14.9,13,10.36
2011/06/06,2.2,18.2,21,9.92
2011/06/05,3.2,25.9,34,12.34
2011/06/04,2.5,41.7,46,13.42
2011/06/03,4,32.1,39,19.51
2011/06/02,2.9,27.5,24,19.3
2011/06/01,3.9,30.4,28,19.03
2011/05/31,5.3,41.3,54,25.89
2011/05/30,5.4,49.6,52,26.61
2011/05/29,2.2,47.1,31,20.58
2011/05/28,1.2,43.3,15,13.36
2011/05/27,3.4,48.9,40,19.4
2011/05/26,3.9,30.2,35,28.45
2011/05/25,3.4,35.7,29,25.17
2011/05/24,2.8,27.8,22,23.47
2011/05/23,3.9,24.4,14,16.14
2011/05/22,2.6,34,27,13.63
2011/05/21,3.6,49.4,39,17.79
2011/05/20,4.5,35.6,31,19.27
2011/05/19,2.3,38.1,36,21.24
2011/05/18,4.8,39.6,31,21.38
2011/05/17,2.9,29.3,24,27.96
2011/05/16,3.6,25.2,30,22.86
2011/05/15,3.7,25.2,42,24.32
2011/05/14,2.4,13,46,30.02
2011/05/13,3.3,33.6,31,21.72
2011/05/12,0.0,23.9,16,9.19
2011/05/11,1.7,23.9,20,9.68
2011/05/10,5.8,24.5,33,23.32
2011/05/09,3.1,30.5,26,16.78
2011/05/08,2.7,27,29,12.97
2011/05/07,3.8,20.9,39,17.8
2011/05/06,2.2,22.9,45,21.44
2011/05/05,3,21.6,36,25.63
2011/05/04,3.4,36.7,41,22.28
2011/05/03,5.6,25.3,53,24.19
2011/05/02,2.7,16.4,48,23.68
2011/05/01,2.9,12.3,30,18.13
2011/04/30,4.6,23,87,28.48
2011/04/29,8.2,31,99,43.37
2011/04/28,4.6,43.4,63,26.42
2011/04/27,2.5,40.7,38,14.44
2011/04/26,4.9,37.2,53,25.96
2011/04/25,6.1,56,52,23.32
2011/04/24,4.2,47.9,51,27.98
2011/04/23,1.9,42.5,27,19.82
2011/04/22,3.8,41.7,45,19.96
2011/04/21,5.3,42.9,46,24.39
2011/04/20,5,41.5,50,27.55
2011/04/19,4.6,45.2,52,27.35
2011/04/18,3.8,35.9,35,26.64
2011/04/17,3.9,15.5,48,25.2
2011/04/16,3.1,22.2,41,14.32
2011/04/15,3.4,35.3,48,14.76
2011/04/14,5.3,37.5,67,24.92
2011/04/13,5.3,35.1,54,31.39
2011/04/12,3.4,46.1,63,32.71
2011/04/11,4.2,32.6,93,26.26
2011/04/10,5.3,35,85,23.84
2011/04/09,3.2,36.5,56,25.81
2011/04/08,3.5,35.1,34,22.07
2011/04/07,4.1,33,52,27.73
2011/04/06,3.2,38.3,43,28.18
2011/04/05,1.5,33.4,24,16.24
2011/04/04,2.2,29,26,18.71
2011/04/03,3.4,43.6,71,20
2011/04/02,5.4,40.2,82,29.64
2011/04/01,5.3,36.9,85,34.11
2011/03/31,5.3,20.5,57,41.63
2011/03/30,4.6,34.1,51,31.79
2011/03/29,2.6,44.1,34,20.2
2011/03/28,1.6,32.6,16,21.2
2011/03/27,1.9,25.9,15,23.5
2011/03/26,2.6,25.7,29,23.51
2011/03/25,2.9,32.7,34,22.07
2011/03/24,2.6,27.8,38,22.23
2011/03/23,1.1,28.1,24,19.49
2011/03/22,1,31.8,22,15.46
2011/03/21,5.2,21.1,30,15.24
2011/03/20,4.7,38.2,62,20.36
2011/03/19,3.8,19.2,74,35.02
2011/03/18,5.5,19.1,73,45.1
2011/03/17,4.6,33.8,46,29.48
2011/03/16,5.1,33.1,46,17.94
2011/03/15,2.6,28.2,42,20.92
2011/03/14,4.2,23,0.0,27.81
2011/03/13,2.9,29.6,0.0,28.9
2011/03/12,4.9,25.7,61,36.57
2011/03/11,5.9,18.1,72,38.61
2011/03/10,5.2,16.7,76,38.41
2011/03/09,5.1,28.9,73,35.98
2011/03/08,5.7,27.9,67,32.03
2011/03/07,4.6,34,67,22.91
2011/03/06,6.7,23.2,81,38.7
2011/03/05,7.1,26.7,68,38.26
2011/03/04,3.6,34.2,31,22.35
2011/03/03,3,27.3,44,22.72
2011/03/02,2.4,20,42,24.82
2011/03/01,2.6,18.1,58,29.58
2011/02/28,4.4,26.7,68,28.27
2011/02/27,4.6,19.8,68,32.27
2011/02/26,3.8,23.5,70,31.14
2011/02/25,5.3,18.1,67,37.7
2011/02/24,8.3,16.7,61,40.46
2011/02/23,7.1,27.7,69,41.03
2011/02/22,3.1,22,53,33.96
2011/02/21,2.4,19,29,25.61
2011/02/20,2.1,24.9,22,18.38
2011/02/19,2,8.4,31,28.95
2011/02/18,2.1,8.7,34,26.86
2011/02/17,5.2,16.8,59,34.09
2011/02/16,4.2,9.5,49,33.35
2011/02/15,2,17.4,34,25.69
2011/02/14,1.4,19.5,20,18.01
2011/02/13,3.6,16.3,49,24.54
2011/02/12,2.4,25.1,46,20.67
2011/02/11,2,25.5,25,15.45
2011/02/10,3.2,29,71,26.22
2011/02/09,3.6,29.4,72,29.83
2011/02/08,4.4,24.7,68,37.05
2011/02/07,3.8,28.3,58,26.67
2011/02/06,2.5,27.4,54,25.63
2011/02/05,1.5,24.8,45,23.44
2011/02/04,1.6,24.9,38,20.18
2011/02/03,2,22.7,46,18.02
2011/02/02,2,20.1,33,16.62
2011/02/01,2.4,21.5,40,23.35
2011/01/31,2.4,22,28,20.03
2011/01/30,3.5,26.5,40,15.67
2011/01/29,2,25.6,19,14.62
2011/01/28,1.6,16.1,19,19.11
2011/01/27,2.6,14.8,23,21.49
2011/01/26,3.3,14.7,25,22.41
2011/01/25,3.9,14.9,33,27.24
2011/01/24,4.1,18.9,31,22.06
2011/01/23,4,15,47,23.11
2011/01/22,3.3,11.8,34,26.69
2011/01/21,1.8,14.3,15,18.77
2011/01/20,3.1,10.5,36,27.23
2011/01/19,2.4,14.3,24,24.22
2011/01/18,4,14.5,40,33.44
2011/01/17,2.6,19.4,20,23.35
2011/01/16,2.9,22.1,22,14.02
2011/01/15,1.1,28.5,16,12.91
2011/01/14,1.6,11.8,31,25.94
2011/01/13,3.9,0.0,45,32.23
2011/01/12,2.7,10.3,17,24.7
2011/01/11,1.7,11.8,17,22.6
2011/01/10,2.8,13.5,23,21.61
2011/01/09,2.7,18.7,24,18.15
2011/01/08,1.5,14.7,20,23.58
2011/01/07,2.6,14.7,22,20.61
2011/01/06,5,7.7,31,25.22
2011/01/05,3.2,12.4,38,25.99
2011/01/04,2.9,16.1,37,22.19
2011/01/03,2.8,7.2,39,26.81
2011/01/02,2.3,17.6,44,25.38
2011/01/01,3.6,16.7,31,24.39
2010/12/31,4.3,26.2,38,26.5
2010/12/30,4,24.8,53,28.46
2010/12/29,5.2,23,48,45.27
2010/12/28,4.3,18.5,42,34.21
2010/12/27,4.2,15.6,39,31.68
2010/12/26,3.3,22.9,24,15.65
2010/12/25,3.3,14.3,18,23.89
2010/12/24,1.3,20.7,58,27.11
2010/12/23,7.5,24.8,95,44.09
2010/12/22,3.6,21.9,68,31.48
2010/12/21,3.3,27.2,56,31.17
2010/12/20,4.4,20.2,53,38.05
2010/12/19,3.4,23.3,49,31.94
2010/12/18,4,18.7,49,29.68
2010/12/17,5.3,18.6,39,24.55
2010/12/16,2.5,11.7,12,19.83
2010/12/15,3.7,8.4,31,29.73
